Review_ID,Review,Sentiment,Product_Category,Rating
536,Poor experience. The item was faulty and difficult to use. Customer support did not help much.,Negative,Mobile Accessories,2
537,"Overall, the experience was okay. It is suitable for basic use.",Neutral,Shoes,2
538,I would not recommend this product to anyone. I would not purchase it again.,Negative,Shoes,2
539,The product is okay and works as expected. The experience was acceptable.,Neutral,Kitchen,2
540,"The features are useful, although the performance is average. It could be improved.",Neutral,Mobile Accessories,3
541,Poor experience. The item was faulty and difficult to use. I regret buying it.,Negative,Electronics,2
542,"It is a decent purchase, but I expected slightly more. It could be improved.",Neutral,Mobile Accessories,2
543,"The product is comfortable, reliable, and worth the money. I would purchase it again.",Positive,Sports,5
544,I am disappointed with this product. The quality is very poor. The delivery was also disappointing.,Negative,Beauty,1
545,Works really well and looks great. Good value for money. I would purchase it again.,Positive,Beauty,4
546,The quality is acceptable for the price. The experience was acceptable.,Neutral,Books,2
547,The product arrived quickly and was exactly as described. I would purchase it again.,Positive,Furniture,5
548,Very bad quality and definitely not worth the money. I regret buying it.,Negative,Clothing,1
549,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Clothing,2
550,The product arrived quickly and was exactly as described. The delivery was also good.,Positive,Electronics,5
551,"Overall, the experience was okay. It could be improved.",Neutral,Furniture,3
552,Poor experience. The item was faulty and difficult to use. Customer support did not help much.,Negative,Home Appliances,2
553,Fantastic product with good build quality and smooth performance. I would purchase it again.,Positive,Furniture,5
554,It is an average product. Nothing particularly impressive. Delivery was normal.,Neutral,Home Appliances,3
555,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Books,4
556,Waste of money. The product did not meet my expectations. Customer support did not help much.,Negative,Home Appliances,1
557,Great product for the price. Very useful and easy to use. It is worth the price.,Positive,Beauty,4
558,The product arrived quickly and was exactly as described. Highly recommended.,Positive,Sports,4
559,I am satisfied with the quality and the overall experience. It is worth the price.,Positive,Electronics,4
560,Excellent quality and amazing performance. Highly recommended. I am very satisfied.,Positive,Furniture,5
561,Waste of money. The product did not meet my expectations. Customer support did not help much.,Negative,Sports,1
562,Waste of money. The product did not meet my expectations. I would not purchase it again.,Negative,Electronics,1
563,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Furniture,2
564,Works really well and looks great. Good value for money. It is worth the price.,Positive,Electronics,5
565,The product arrived quickly and was exactly as described. It is worth the price.,Positive,Furniture,4
566,The product matches the description and is fairly average. Delivery was normal.,Neutral,Books,2
567,The product is okay and works as expected. I may consider other options next time.,Neutral,Furniture,2
568,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Shoes,4
569,The product is okay and works as expected. The experience was acceptable.,Neutral,Beauty,3
570,I am disappointed with this product. The quality is very poor. The delivery was also disappointing.,Negative,Sports,2
571,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Beauty,5
572,Very happy with my purchase. The product feels durable and reliable. I am very satisfied.,Positive,Clothing,5
573,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Books,1
574,The product is neither very good nor very bad. Delivery was normal.,Neutral,Sports,3
575,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Home Appliances,1
576,Very happy with my purchase. The product feels durable and reliable. It is worth the price.,Positive,Electronics,5
577,"The product is comfortable, reliable, and worth the money. I am very satisfied.",Positive,Shoes,5
578,Excellent quality and amazing performance. Highly recommended. I would purchase it again.,Positive,Clothing,5
579,The quality is acceptable for the price. It could be improved.,Neutral,Sports,2
580,Excellent quality and amazing performance. Highly recommended. I am very satisfied.,Positive,Shoes,4
581,Great product for the price. Very useful and easy to use. I am very satisfied.,Positive,Electronics,4
582,Fantastic product with good build quality and smooth performance. It is worth the price.,Positive,Furniture,4
583,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Shoes,1
584,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Shoes,1
585,The product arrived quickly and was exactly as described. The delivery was also good.,Positive,Kitchen,4
586,"Overall, the experience was okay. I may consider other options next time.",Neutral,Furniture,2
587,I am disappointed with this product. The quality is very poor. It needs major improvement.,Negative,Shoes,1
588,It arrived on time and appears to work normally. Delivery was normal.,Neutral,Electronics,2
589,Works really well and looks great. Good value for money. The delivery was also good.,Positive,Furniture,4
590,It is an average product. Nothing particularly impressive. It is suitable for basic use.,Neutral,Clothing,2
591,The product has several problems and does not work as advertised. I would not purchase it again.,Negative,Beauty,2
592,Waste of money. The product did not meet my expectations. It needs major improvement.,Negative,Books,2
593,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Home Appliances,1
594,The product matches the description and is fairly average. The experience was acceptable.,Neutral,Clothing,2
595,"It is a decent purchase, but I expected slightly more. I may consider other options next time.",Neutral,Books,2
596,"The product is comfortable, reliable, and worth the money. It is worth the price.",Positive,Beauty,5
597,Very bad quality and definitely not worth the money. I would not purchase it again.,Negative,Kitchen,1
598,Works really well and looks great. Good value for money. I would purchase it again.,Positive,Home Appliances,5
599,The product matches the description and is fairly average. It could be improved.,Neutral,Electronics,3
600,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Beauty,2
601,"The product is comfortable, reliable, and worth the money. I am very satisfied.",Positive,Books,5
602,"The product is comfortable, reliable, and worth the money. I am very satisfied.",Positive,Furniture,5
603,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Electronics,4
604,The product is neither very good nor very bad. The experience was acceptable.,Neutral,Sports,3
605,It arrived on time and appears to work normally. I may consider other options next time.,Neutral,Furniture,3
606,"Overall, the experience was okay. It is suitable for basic use.",Neutral,Furniture,3
607,Works really well and looks great. Good value for money. It is worth the price.,Positive,Kitchen,5
608,"It is a decent purchase, but I expected slightly more. The experience was acceptable.",Neutral,Mobile Accessories,3
609,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Sports,1
610,Waste of money. The product did not meet my expectations. The delivery was also disappointing.,Negative,Books,1
611,The product arrived damaged and did not work properly. The delivery was also disappointing.,Negative,Furniture,1
612,Works really well and looks great. Good value for money. I would purchase it again.,Positive,Home Appliances,4
613,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Books,1
614,The product is neither very good nor very bad. Delivery was normal.,Neutral,Mobile Accessories,2
615,The product is okay and works as expected. Delivery was normal.,Neutral,Sports,2
616,Poor experience. The item was faulty and difficult to use. It needs major improvement.,Negative,Sports,2
617,It arrived on time and appears to work normally. I may consider other options next time.,Neutral,Sports,2
618,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Furniture,2
619,I absolutely love this product. The quality is excellent and it works perfectly. The delivery was also good.,Positive,Clothing,4
620,"The product is comfortable, reliable, and worth the money. Highly recommended.",Positive,Books,4
621,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Sports,2
622,"The product is comfortable, reliable, and worth the money. Highly recommended.",Positive,Home Appliances,4
623,"The features are useful, although the performance is average. The experience was acceptable.",Neutral,Sports,2
624,"It is a decent purchase, but I expected slightly more. Delivery was normal.",Neutral,Shoes,2
625,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Furniture,1
626,I would not recommend this product to anyone. It needs major improvement.,Negative,Books,2
627,Excellent quality and amazing performance. Highly recommended. I am very satisfied.,Positive,Books,5
628,"The product does its basic job, but there is room for improvement. The experience was acceptable.",Neutral,Mobile Accessories,3
629,"Overall, the experience was okay. Delivery was normal.",Neutral,Home Appliances,2
630,"The product is comfortable, reliable, and worth the money. Highly recommended.",Positive,Furniture,4
631,Excellent quality and amazing performance. Highly recommended. Highly recommended.,Positive,Home Appliances,5
632,The performance is poor and the product feels cheaply made. I regret buying it.,Negative,Mobile Accessories,1
633,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Clothing,1
634,The performance is poor and the product feels cheaply made. The delivery was also disappointing.,Negative,Beauty,2
635,I expected much better quality. This was a disappointing purchase. It needs major improvement.,Negative,Beauty,2
636,Fantastic product with good build quality and smooth performance. I would purchase it again.,Positive,Books,5
637,Very bad quality and definitely not worth the money. Customer support did not help much.,Negative,Mobile Accessories,1
638,Works really well and looks great. Good value for money. The delivery was also good.,Positive,Mobile Accessories,5
639,The product has several problems and does not work as advertised. The delivery was also disappointing.,Negative,Clothing,2
640,The product is neither very good nor very bad. Delivery was normal.,Neutral,Kitchen,2
641,The product is okay and works as expected. Delivery was normal.,Neutral,Sports,3
642,"Overall, the experience was okay. I may consider other options next time.",Neutral,Furniture,3
643,The product matches the description and is fairly average. Delivery was normal.,Neutral,Mobile Accessories,3
644,Very bad quality and definitely not worth the money. The delivery was also disappointing.,Negative,Electronics,2
645,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Sports,4
646,The product is neither very good nor very bad. It could be improved.,Neutral,Sports,2
647,I expected much better quality. This was a disappointing purchase. Customer support did not help much.,Negative,Furniture,2
648,The product arrived quickly and was exactly as described. Highly recommended.,Positive,Clothing,4
649,Excellent quality and amazing performance. Highly recommended. I am very satisfied.,Positive,Beauty,4
650,The product is neither very good nor very bad. It is suitable for basic use.,Neutral,Sports,2
651,The product is okay and works as expected. I may consider other options next time.,Neutral,Home Appliances,2
652,Very happy with my purchase. The product feels durable and reliable. The delivery was also good.,Positive,Furniture,5
653,The product arrived damaged and did not work properly. The delivery was also disappointing.,Negative,Electronics,1
654,Very bad quality and definitely not worth the money. I would not purchase it again.,Negative,Home Appliances,1
655,The performance is poor and the product feels cheaply made. It needs major improvement.,Negative,Mobile Accessories,2
656,I would not recommend this product to anyone. It needs major improvement.,Negative,Electronics,2
657,"The features are useful, although the performance is average. Delivery was normal.",Neutral,Sports,2
658,Waste of money. The product did not meet my expectations. Customer support did not help much.,Negative,Home Appliances,2
659,I am satisfied with the quality and the overall experience. Highly recommended.,Positive,Home Appliances,5
660,The performance is poor and the product feels cheaply made. The delivery was also disappointing.,Negative,Mobile Accessories,2
661,Excellent quality and amazing performance. Highly recommended. I am very satisfied.,Positive,Books,4
662,The product has several problems and does not work as advertised. I would not purchase it again.,Negative,Home Appliances,1
663,I would not recommend this product to anyone. The delivery was also disappointing.,Negative,Mobile Accessories,2
664,Works really well and looks great. Good value for money. I am very satisfied.,Positive,Mobile Accessories,4
665,The product arrived quickly and was exactly as described. Highly recommended.,Positive,Mobile Accessories,5
666,The product has several problems and does not work as advertised. I regret buying it.,Negative,Sports,1
667,Poor experience. The item was faulty and difficult to use. I would not purchase it again.,Negative,Mobile Accessories,1
668,Very happy with my purchase. The product feels durable and reliable. I would purchase it again.,Positive,Kitchen,5
669,"It is a decent purchase, but I expected slightly more. It is suitable for basic use.",Neutral,Electronics,3
670,The product is okay and works as expected. It is suitable for basic use.,Neutral,Clothing,2
671,The product arrived damaged and did not work properly. It needs major improvement.,Negative,Mobile Accessories,2
672,The product matches the description and is fairly average. I may consider other options next time.,Neutral,Electronics,2
673,I am satisfied with the quality and the overall experience. Highly recommended.,Positive,Books,5
674,The product has several problems and does not work as advertised. The delivery was also disappointing.,Negative,Shoes,2
675,This product exceeded my expectations. I would definitely buy it again. The delivery was also good.,Positive,Kitchen,4
676,I am disappointed with this product. The quality is very poor. The delivery was also disappointing.,Negative,Electronics,2
677,It arrived on time and appears to work normally. It could be improved.,Neutral,Kitchen,3
678,Very happy with my purchase. The product feels durable and reliable. I am very satisfied.,Positive,Home Appliances,4
679,Waste of money. The product did not meet my expectations. Customer support did not help much.,Negative,Electronics,2
680,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Kitchen,3
681,Very bad quality and definitely not worth the money. The delivery was also disappointing.,Negative,Books,1
682,Poor experience. The item was faulty and difficult to use. It needs major improvement.,Negative,Home Appliances,2
683,The product has several problems and does not work as advertised. I would not purchase it again.,Negative,Kitchen,2
684,"The product does its basic job, but there is room for improvement. Delivery was normal.",Neutral,Shoes,3
685,I absolutely love this product. The quality is excellent and it works perfectly. The delivery was also good.,Positive,Shoes,4
686,I am disappointed with this product. The quality is very poor. The delivery was also disappointing.,Negative,Furniture,2
687,"The features are useful, although the performance is average. It is suitable for basic use.",Neutral,Home Appliances,2
688,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Kitchen,3
689,The quality is acceptable for the price. Delivery was normal.,Neutral,Home Appliances,3
690,"The features are useful, although the performance is average. The experience was acceptable.",Neutral,Furniture,3
691,The product stopped working after a few days. Not recommended. It needs major improvement.,Negative,Books,1
692,I am disappointed with this product. The quality is very poor. I regret buying it.,Negative,Clothing,2
693,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Kitchen,3
694,"The product does its basic job, but there is room for improvement. It could be improved.",Neutral,Kitchen,3
695,The product has several problems and does not work as advertised. I regret buying it.,Negative,Shoes,2
696,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Kitchen,2
697,The product stopped working after a few days. Not recommended. Customer support did not help much.,Negative,Books,1
698,I am disappointed with this product. The quality is very poor. Customer support did not help much.,Negative,Sports,2
699,"Overall, the experience was okay. It is suitable for basic use.",Neutral,Books,2
700,It arrived on time and appears to work normally. The experience was acceptable.,Neutral,Home Appliances,3
701,Works really well and looks great. Good value for money. Highly recommended.,Positive,Beauty,4
702,"Overall, the experience was okay. I may consider other options next time.",Neutral,Beauty,2
703,The product arrived quickly and was exactly as described. It is worth the price.,Positive,Sports,5
704,I expected much better quality. This was a disappointing purchase. Customer support did not help much.,Negative,Furniture,1
705,"The product is comfortable, reliable, and worth the money. Highly recommended.",Positive,Mobile Accessories,5
706,The product arrived damaged and did not work properly. The delivery was also disappointing.,Negative,Electronics,2
707,I absolutely love this product. The quality is excellent and it works perfectly. It is worth the price.,Positive,Furniture,4
708,I am satisfied with the quality and the overall experience. I would purchase it again.,Positive,Kitchen,5
709,The product arrived quickly and was exactly as described. Highly recommended.,Positive,Electronics,4
710,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Electronics,1
711,The product is okay and works as expected. It could be improved.,Neutral,Mobile Accessories,3
712,The product is okay and works as expected. I may consider other options next time.,Neutral,Clothing,3
713,Very happy with my purchase. The product feels durable and reliable. Highly recommended.,Positive,Shoes,5
714,"The features are useful, although the performance is average. It could be improved.",Neutral,Furniture,2
715,The product stopped working after a few days. Not recommended. It needs major improvement.,Negative,Home Appliances,2
716,The product matches the description and is fairly average. Delivery was normal.,Neutral,Beauty,3
717,I am disappointed with this product. The quality is very poor. The delivery was also disappointing.,Negative,Mobile Accessories,2
718,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Clothing,4
719,Very happy with my purchase. The product feels durable and reliable. Highly recommended.,Positive,Furniture,4
720,"The product does its basic job, but there is room for improvement. It is suitable for basic use.",Neutral,Home Appliances,2
721,"It is a decent purchase, but I expected slightly more. It could be improved.",Neutral,Shoes,3
722,It is an average product. Nothing particularly impressive. It could be improved.,Neutral,Kitchen,2
723,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Beauty,1
724,Works really well and looks great. Good value for money. It is worth the price.,Positive,Kitchen,4
725,"The product does its basic job, but there is room for improvement. The experience was acceptable.",Neutral,Sports,3
726,The quality is acceptable for the price. I may consider other options next time.,Neutral,Books,2
727,Very happy with my purchase. The product feels durable and reliable. The delivery was also good.,Positive,Books,4
728,"Overall, the experience was okay. I may consider other options next time.",Neutral,Clothing,3
729,The product stopped working after a few days. Not recommended. The delivery was also disappointing.,Negative,Furniture,2
730,I am satisfied with the quality and the overall experience. Highly recommended.,Positive,Mobile Accessories,5
731,I am disappointed with this product. The quality is very poor. Customer support did not help much.,Negative,Beauty,1
732,"The product does its basic job, but there is room for improvement. I may consider other options next time.",Neutral,Clothing,2
733,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Sports,5
734,The product stopped working after a few days. Not recommended. It needs major improvement.,Negative,Mobile Accessories,1
735,It is an average product. Nothing particularly impressive. It is suitable for basic use.,Neutral,Sports,3
736,The product arrived damaged and did not work properly. It needs major improvement.,Negative,Home Appliances,2
737,Very happy with my purchase. The product feels durable and reliable. The delivery was also good.,Positive,Shoes,5
738,This product exceeded my expectations. I would definitely buy it again. It is worth the price.,Positive,Kitchen,5
739,The product is neither very good nor very bad. It is suitable for basic use.,Neutral,Beauty,3
740,I expected much better quality. This was a disappointing purchase. It needs major improvement.,Negative,Sports,2
741,I absolutely love this product. The quality is excellent and it works perfectly. Highly recommended.,Positive,Clothing,4
742,"Overall, the experience was okay. It is suitable for basic use.",Neutral,Books,2
743,This product exceeded my expectations. I would definitely buy it again. I would purchase it again.,Positive,Shoes,5
744,The product is okay and works as expected. It is suitable for basic use.,Neutral,Home Appliances,2
745,The product arrived damaged and did not work properly. The delivery was also disappointing.,Negative,Books,2
746,"The product is comfortable, reliable, and worth the money. I would purchase it again.",Positive,Books,4
747,The quality is acceptable for the price. It is suitable for basic use.,Neutral,Home Appliances,2
748,The product arrived damaged and did not work properly. I would not purchase it again.,Negative,Books,1
749,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Home Appliances,3
750,Fantastic product with good build quality and smooth performance. I would purchase it again.,Positive,Beauty,5
751,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Sports,1
752,"The product is comfortable, reliable, and worth the money. It is worth the price.",Positive,Sports,5
753,"Overall, the experience was okay. Delivery was normal.",Neutral,Mobile Accessories,3
754,"The features are useful, although the performance is average. I may consider other options next time.",Neutral,Kitchen,3
755,I am satisfied with the quality and the overall experience. It is worth the price.,Positive,Electronics,5
756,The product stopped working after a few days. Not recommended. It needs major improvement.,Negative,Shoes,1
757,The product arrived quickly and was exactly as described. I am very satisfied.,Positive,Shoes,5
758,Excellent quality and amazing performance. Highly recommended. Highly recommended.,Positive,Books,4
759,The performance is poor and the product feels cheaply made. The delivery was also disappointing.,Negative,Books,1
760,The product arrived quickly and was exactly as described. I would purchase it again.,Positive,Beauty,4
761,"Overall, the experience was okay. It could be improved.",Neutral,Shoes,3
762,Poor experience. The item was faulty and difficult to use. I would not purchase it again.,Negative,Beauty,1
763,Works really well and looks great. Good value for money. Highly recommended.,Positive,Mobile Accessories,5
764,I expected much better quality. This was a disappointing purchase. It needs major improvement.,Negative,Home Appliances,1
765,I would not recommend this product to anyone. I regret buying it.,Negative,Kitchen,2
766,This product exceeded my expectations. I would definitely buy it again. The delivery was also good.,Positive,Sports,5
767,Waste of money. The product did not meet my expectations. It needs major improvement.,Negative,Books,2
768,The performance is poor and the product feels cheaply made. It needs major improvement.,Negative,Kitchen,1
769,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Home Appliances,2
770,Poor experience. The item was faulty and difficult to use. I regret buying it.,Negative,Sports,1
771,"The features are useful, although the performance is average. It is suitable for basic use.",Neutral,Kitchen,2
772,I am satisfied with the quality and the overall experience. It is worth the price.,Positive,Sports,5
773,The product has several problems and does not work as advertised. I would not purchase it again.,Negative,Clothing,2
774,"It is a decent purchase, but I expected slightly more. I may consider other options next time.",Neutral,Furniture,2
775,"The product is comfortable, reliable, and worth the money. It is worth the price.",Positive,Mobile Accessories,5
776,Great product for the price. Very useful and easy to use. It is worth the price.,Positive,Mobile Accessories,4
777,"It is a decent purchase, but I expected slightly more. It could be improved.",Neutral,Mobile Accessories,2
778,The product stopped working after a few days. Not recommended. Customer support did not help much.,Negative,Books,1
779,I absolutely love this product. The quality is excellent and it works perfectly. The delivery was also good.,Positive,Sports,5
780,Fantastic product with good build quality and smooth performance. The delivery was also good.,Positive,Kitchen,4
781,Works really well and looks great. Good value for money. The delivery was also good.,Positive,Furniture,5
782,The quality is acceptable for the price. The experience was acceptable.,Neutral,Books,3
783,I would not recommend this product to anyone. The delivery was also disappointing.,Negative,Clothing,1
784,Great product for the price. Very useful and easy to use. I am very satisfied.,Positive,Mobile Accessories,4
785,"It is a decent purchase, but I expected slightly more. The experience was acceptable.",Neutral,Beauty,2
786,The product arrived quickly and was exactly as described. Highly recommended.,Positive,Clothing,4
787,Poor experience. The item was faulty and difficult to use. I regret buying it.,Negative,Electronics,1
788,I would not recommend this product to anyone. I would not purchase it again.,Negative,Beauty,2
789,The performance is poor and the product feels cheaply made. The delivery was also disappointing.,Negative,Books,1
790,"The product does its basic job, but there is room for improvement. Delivery was normal.",Neutral,Electronics,2
791,The product arrived damaged and did not work properly. I regret buying it.,Negative,Kitchen,2
792,I absolutely love this product. The quality is excellent and it works perfectly. The delivery was also good.,Positive,Clothing,4
793,I am satisfied with the quality and the overall experience. Highly recommended.,Positive,Beauty,5
794,I am satisfied with the quality and the overall experience. I would purchase it again.,Positive,Beauty,5
795,The product is okay and works as expected. Delivery was normal.,Neutral,Beauty,3
796,It is an average product. Nothing particularly impressive. Delivery was normal.,Neutral,Sports,2
797,Waste of money. The product did not meet my expectations. The delivery was also disappointing.,Negative,Kitchen,1
798,The product is neither very good nor very bad. It could be improved.,Neutral,Sports,3
799,The performance is poor and the product feels cheaply made. Customer support did not help much.,Negative,Beauty,2
800,The product arrived damaged and did not work properly. It needs major improvement.,Negative,Kitchen,1
801,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Books,4
802,The product arrived damaged and did not work properly. I would not purchase it again.,Negative,Mobile Accessories,2
803,It is an average product. Nothing particularly impressive. It could be improved.,Neutral,Shoes,3
804,Fantastic product with good build quality and smooth performance. It is worth the price.,Positive,Mobile Accessories,4
805,It arrived on time and appears to work normally. It is suitable for basic use.,Neutral,Sports,3
806,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Sports,1
807,The product matches the description and is fairly average. I may consider other options next time.,Neutral,Furniture,2
808,Fantastic product with good build quality and smooth performance. I would purchase it again.,Positive,Kitchen,4
809,"It is a decent purchase, but I expected slightly more. It could be improved.",Neutral,Sports,3
810,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Furniture,5
811,I absolutely love this product. The quality is excellent and it works perfectly. I would purchase it again.,Positive,Clothing,4
812,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Home Appliances,2
813,Waste of money. The product did not meet my expectations. Customer support did not help much.,Negative,Furniture,1
814,The product is okay and works as expected. It could be improved.,Neutral,Shoes,2
815,"It is a decent purchase, but I expected slightly more. It is suitable for basic use.",Neutral,Home Appliances,2
816,I would not recommend this product to anyone. I regret buying it.,Negative,Electronics,1
817,Poor experience. The item was faulty and difficult to use. The delivery was also disappointing.,Negative,Mobile Accessories,1
818,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Mobile Accessories,5
819,The product has several problems and does not work as advertised. I regret buying it.,Negative,Mobile Accessories,1
820,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Home Appliances,5
821,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Kitchen,2
822,Excellent quality and amazing performance. Highly recommended. I would purchase it again.,Positive,Mobile Accessories,5
823,Poor experience. The item was faulty and difficult to use. It needs major improvement.,Negative,Electronics,1
824,Great product for the price. Very useful and easy to use. It is worth the price.,Positive,Mobile Accessories,4
825,I am disappointed with this product. The quality is very poor. Customer support did not help much.,Negative,Kitchen,2
826,The product is neither very good nor very bad. The experience was acceptable.,Neutral,Home Appliances,3
827,The product arrived damaged and did not work properly. I regret buying it.,Negative,Shoes,1
828,"The product does its basic job, but there is room for improvement. It could be improved.",Neutral,Shoes,2
829,It arrived on time and appears to work normally. I may consider other options next time.,Neutral,Home Appliances,2
830,The product matches the description and is fairly average. The experience was acceptable.,Neutral,Home Appliances,2
831,I would not recommend this product to anyone. Customer support did not help much.,Negative,Kitchen,1
832,It is an average product. Nothing particularly impressive. Delivery was normal.,Neutral,Home Appliances,3
833,Very happy with my purchase. The product feels durable and reliable. Highly recommended.,Positive,Clothing,4
834,"Overall, the experience was okay. The experience was acceptable.",Neutral,Beauty,2
835,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Furniture,4
836,I am satisfied with the quality and the overall experience. It is worth the price.,Positive,Home Appliances,4
837,"The product is comfortable, reliable, and worth the money. The delivery was also good.",Positive,Clothing,5
838,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Furniture,2
839,Poor experience. The item was faulty and difficult to use. Customer support did not help much.,Negative,Kitchen,2
840,I expected much better quality. This was a disappointing purchase. Customer support did not help much.,Negative,Shoes,1
841,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Furniture,1
842,I would not recommend this product to anyone. I regret buying it.,Negative,Kitchen,1
843,I expected much better quality. This was a disappointing purchase. It needs major improvement.,Negative,Shoes,2
844,I am disappointed with this product. The quality is very poor. I regret buying it.,Negative,Clothing,1
845,Excellent quality and amazing performance. Highly recommended. Highly recommended.,Positive,Kitchen,4
846,The product arrived quickly and was exactly as described. I would purchase it again.,Positive,Electronics,4
847,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Mobile Accessories,1
848,It arrived on time and appears to work normally. I may consider other options next time.,Neutral,Beauty,3
849,The product stopped working after a few days. Not recommended. The delivery was also disappointing.,Negative,Kitchen,2
850,The product is neither very good nor very bad. The experience was acceptable.,Neutral,Electronics,2
851,The quality is acceptable for the price. Delivery was normal.,Neutral,Shoes,3
852,"It is a decent purchase, but I expected slightly more. I may consider other options next time.",Neutral,Kitchen,2
853,Poor experience. The item was faulty and difficult to use. I would not purchase it again.,Negative,Clothing,1
854,The performance is poor and the product feels cheaply made. I regret buying it.,Negative,Books,1
855,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Kitchen,2
856,Very happy with my purchase. The product feels durable and reliable. I would purchase it again.,Positive,Kitchen,5
857,The quality is acceptable for the price. It could be improved.,Neutral,Books,3
858,"The product does its basic job, but there is room for improvement. It could be improved.",Neutral,Beauty,3
859,I am disappointed with this product. The quality is very poor. Customer support did not help much.,Negative,Beauty,1
860,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Shoes,1
861,The performance is poor and the product feels cheaply made. I regret buying it.,Negative,Kitchen,1
862,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Books,4
863,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Mobile Accessories,5
864,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Furniture,4
865,The product arrived quickly and was exactly as described. I would purchase it again.,Positive,Furniture,4
866,Waste of money. The product did not meet my expectations. The delivery was also disappointing.,Negative,Electronics,1
867,This product exceeded my expectations. I would definitely buy it again. The delivery was also good.,Positive,Sports,5
868,I expected much better quality. This was a disappointing purchase. Customer support did not help much.,Negative,Sports,2
869,The product arrived damaged and did not work properly. The delivery was also disappointing.,Negative,Electronics,1
870,The product stopped working after a few days. Not recommended. I regret buying it.,Negative,Electronics,1
871,I absolutely love this product. The quality is excellent and it works perfectly. The delivery was also good.,Positive,Kitchen,5
872,Works really well and looks great. Good value for money. I would purchase it again.,Positive,Sports,5
873,Great product for the price. Very useful and easy to use. I would purchase it again.,Positive,Clothing,5
874,I am disappointed with this product. The quality is very poor. I would not purchase it again.,Negative,Home Appliances,2
875,Fantastic product with good build quality and smooth performance. I am very satisfied.,Positive,Books,5
876,Works really well and looks great. Good value for money. Highly recommended.,Positive,Shoes,5
877,"It is a decent purchase, but I expected slightly more. It is suitable for basic use.",Neutral,Beauty,3
878,The performance is poor and the product feels cheaply made. Customer support did not help much.,Negative,Beauty,2
879,"The product does its basic job, but there is room for improvement. Delivery was normal.",Neutral,Furniture,3
880,Very happy with my purchase. The product feels durable and reliable. It is worth the price.,Positive,Beauty,5
881,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Home Appliances,1
882,It is an average product. Nothing particularly impressive. It could be improved.,Neutral,Electronics,3
883,"The features are useful, although the performance is average. Delivery was normal.",Neutral,Books,3
884,The product matches the description and is fairly average. It could be improved.,Neutral,Clothing,3
885,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Kitchen,4
886,I am disappointed with this product. The quality is very poor. It needs major improvement.,Negative,Clothing,2
887,The product is okay and works as expected. I may consider other options next time.,Neutral,Electronics,2
888,I am disappointed with this product. The quality is very poor. I regret buying it.,Negative,Clothing,1
